r,edge13_unscaled,eta_star,tau_cert,floquet_over_tau_cert
0.0,0.0,0.983642578125,0.192620849609375,6.928839695590005
0.4,1.6,0.87493896484375,0.18095092773437502,7.375695751783485
0.8,3.2,0.8614501953125,0.17294921875000002,7.716941415624116
1.2,4.8,0.82891845703125,0.17127685546875,7.792290355396087
1.6,6.4,0.73773193359375,0.15540771484375004,8.587984131377146
2.0,8.0,0.67529296875,0.14688110351562503,9.086526156373361
